task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Deployment,Medium,Tech Lead,JavaScript,Medium,9,2,1,18,9,10,False,2,True,1.5,2,0,0,0,4.453625
Testing,Medium,Senior,JavaScript,Low,12,2,1,24,5,9,True,1,False,3.25,0,2,0,0,5.46820313
Documentation,Medium,Mid,Go,Low,6,4,3,12,10,9,True,3,False,1.9375,3,1,0,0,3.64961953
Feature Dev,Medium,Senior,Java,Medium,12,3,2,24,10,14,False,0,False,3.5,1,1,1,0,4.575975
Code Review,Low,Tech Lead,C++,High,9,5,1,18,8,12,True,1,False,2.55,2,3,0,0,3.20735363
Client Meeting,High,Junior,Python,Low,5,5,2,10,10,18,True,2,False,4.8,1,1,2,1,2.4753036
Testing,Medium,Senior,Python,Medium,12,5,2,24,10,18,False,1,False,5.15,0,2,2,1,3.9338
Refactoring,High,Senior,Python,Medium,12,3,2,24,8,18,False,3,False,5.58333333,0,1,1,1,4.78584
Design Review,Medium,Senior,Go,Medium,5,3,0,10,4,9,False,0,False,2.91666667,2,0,1,0,1.85108333
Refactoring,Medium,Tech Lead,JavaScript,Critical,4,4,2,8,4,14,False,3,False,3.0,2,1,1,0,1.723205
Client Meeting,Medium,Tech Lead,Java,Critical,4,5,0,8,1,12,False,2,False,3.6,3,0,1,1,1.294992
Feature Dev,Low,Junior,Go,Critical,2,3,2,4,1,17,False,3,True,4.16666667,1,1,0,1,1.04547025
Bug Fix,Low,Junior,Go,Medium,7,4,3,14,4,18,False,3,False,2.8125,1,3,0,0,3.13715625
Documentation,High,Junior,Python,Low,8,2,0,16,1,11,True,3,False,4.5,0,1,1,0,3.90161888
Documentation,High,Senior,C++,High,11,5,2,22,10,10,True,0,True,3.8,1,3,0,1,4.81675194
Documentation,Medium,Mid,Python,Medium,4,5,2,8,2,12,True,1,False,2.7,3,1,1,0,1.965705
Bug Fix,High,Mid,C++,Medium,6,5,3,12,8,15,True,3,False,2.55,2,3,0,0,3.58414875
Documentation,Medium,Senior,C++,High,13,5,1,26,10,18,False,1,False,2.9,1,4,0,0,4.684275
Documentation,High,Tech Lead,C++,Medium,9,4,1,18,2,15,False,0,False,3.0,2,1,1,0,3.953235
Feature Dev,High,Senior,Python,Low,12,2,3,24,10,12,False,0,False,3.625,1,0,1,0,5.85242831
Client Meeting,Medium,Senior,C++,Medium,4,5,0,8,9,11,False,1,False,3.4,1,3,1,0,1.53357
Code Review,Medium,Tech Lead,Java,Critical,7,3,2,14,5,13,True,2,True,3.5,1,1,1,0,2.90688812
Design Review,Medium,Tech Lead,Other,Low,6,5,2,12,7,14,False,2,True,3.9,1,2,2,0,2.9851063
Code Review,Low,Junior,Other,Low,12,3,1,24,7,14,False,3,False,2.08333333,2,1,0,0,5.2251375
Documentation,Medium,Senior,C++,Low,1,3,2,2,9,13,False,1,False,2.66666667,1,2,0,0,0.85066667
Refactoring,Medium,Tech Lead,Go,Critical,5,2,3,10,1,13,True,1,True,3.625,1,0,1,0,2.23105449
Client Meeting,High,Mid,JavaScript,Medium,11,3,3,22,3,15,True,1,False,6.41666667,0,0,2,1,4.45616325
Design Review,High,Junior,Java,Low,4,4,2,8,2,9,True,0,False,4.5625,1,1,1,1,1.98261236
Refactoring,High,Senior,Python,Low,12,2,0,24,8,15,True,2,True,4.5,0,1,1,0,6.16808693
Code Review,Medium,Mid,Java,Critical,6,3,1,12,7,15,True,0,False,2.91666667,2,0,1,0,2.10641714
Refactoring,High,Tech Lead,C++,High,10,4,1,20,2,15,True,3,False,3.0,2,1,1,0,4.39762838
Documentation,Medium,Mid,Go,Medium,10,4,2,20,3,18,True,0,False,3.5,2,1,0,1,3.96755625
Feature Dev,Medium,Mid,C++,Critical,11,3,1,22,6,9,False,1,True,2.08333333,2,1,0,0,4.32963438
Documentation,Low,Mid,Java,Critical,1,3,1,2,8,14,True,1,False,4.16666667,1,1,0,1,0.5
Bug Fix,High,Tech Lead,Go,Low,11,2,3,22,8,13,False,0,False,1.5,2,0,0,0,6.212525
Design Review,Medium,Junior,Other,Critical,6,4,0,12,1,11,False,1,False,3.4375,1,2,1,0,1.91309766
Refactoring,High,Tech Lead,JavaScript,Medium,11,2,1,22,3,13,False,0,False,2.375,1,1,0,0,5.1123125
Deployment,Medium,Junior,Python,Low,4,2,1,8,6,12,True,3,True,2.375,1,1,0,0,2.55569016
Refactoring,Medium,Senior,Go,High,9,2,1,18,3,11,False,1,False,2.375,1,1,0,0,3.40003125
Feature Dev,Medium,Tech Lead,Other,Critical,6,2,0,12,3,14,True,1,False,3.625,1,0,1,0,1.98846211
Refactoring,High,Tech Lead,Go,Medium,2,5,1,4,9,10,True,2,True,5.15,0,2,2,1,1.10967202
Bug Fix,Medium,Tech Lead,Python,High,13,5,0,26,4,9,False,1,True,2.2,3,2,0,0,5.19453
Deployment,High,Senior,Go,Medium,10,5,3,20,9,14,False,0,True,3.4,1,3,1,0,5.0111655
Feature Dev,Medium,Senior,C++,High,8,2,1,16,5,13,False,1,False,2.375,1,1,0,0,3.04678125
Deployment,High,Senior,JavaScript,Medium,13,5,3,26,8,10,True,3,True,2.55,2,3,0,0,7.55938838
Documentation,Medium,Mid,Java,Medium,3,4,2,6,5,11,True,1,True,3.875,0,3,1,0,1.6245075
Documentation,Low,Senior,Python,Medium,10,2,3,20,4,18,True,3,False,2.375,1,1,0,0,4.48185938
Code Review,Low,Junior,Python,Low,8,3,2,16,2,9,False,0,False,3.58333333,2,0,0,1,3.06002125
Bug Fix,Low,Tech Lead,Go,Critical,2,4,1,4,1,15,True,3,True,2.375,2,2,0,0,1.12711036
Code Review,Medium,Senior,Go,High,1,3,1,2,9,16,True,2,False,5.58333333,0,1,1,1,0.5542425
Feature Dev,High,Junior,Python,Medium,1,4,3,2,10,17,False,1,False,3.0,2,1,1,0,0.930715
Refactoring,Medium,Senior,Python,Low,6,2,3,12,4,11,False,2,True,3.625,1,0,1,0,3.28892747
Documentation,Medium,Mid,C++,Low,8,4,2,16,6,18,False,2,True,3.0,2,1,1,0,4.1255555
Client Meeting,High,Senior,JavaScript,Medium,4,5,1,8,8,9,True,3,False,3.05,2,2,1,0,2.20991584
Documentation,High,Senior,Go,High,9,4,1,18,8,10,False,3,False,3.9375,1,2,0,1,3.54426891
Feature Dev,High,Junior,Go,Medium,1,2,0,2,10,16,True,3,True,2.375,1,1,0,0,0.86134125
Feature Dev,High,Junior,Go,Critical,9,5,1,18,1,15,True,3,True,3.9,1,2,2,0,3.83345199
Refactoring,Medium,Senior,JavaScript,Low,10,5,0,20,4,15,False,1,False,3.1,3,1,0,1,4.0488525
Testing,Medium,Tech Lead,C++,Medium,8,5,2,16,6,11,False,3,False,4.45,2,0,2,1,2.967705
Documentation,Low,Senior,Go,Critical,8,3,1,16,2,10,False,0,False,4.16666667,1,1,0,1,2.18166312
Testing,High,Mid,JavaScript,Critical,12,3,0,24,8,12,False,0,False,2.66666667,1,2,0,0,4.5356
Deployment,Medium,Junior,Java,Medium,1,5,1,2,4,10,True,0,False,3.45,2,2,0,1,0.50884969
Bug Fix,High,Senior,Other,High,13,3,3,26,6,9,False,2,True,3.5,1,1,1,0,5.88927982
Testing,Medium,Mid,JavaScript,Critical,5,4,0,10,8,13,True,2,False,4.125,2,0,1,1,1.61448788
Bug Fix,Low,Junior,Other,High,10,2,1,20,2,10,False,2,True,1.5,2,0,0,0,4.0082625
Refactoring,Medium,Mid,Go,Low,12,4,2,24,1,14,False,1,False,2.375,2,2,0,0,5.61275
Deployment,Medium,Junior,JavaScript,Critical,12,3,1,24,9,10,False,0,False,4.33333333,1,0,2,0,3.4936275
Refactoring,Low,Mid,Go,Medium,4,2,2,8,8,16,True,3,True,1.5,2,0,0,0,2.415105
Bug Fix,High,Junior,Python,Low,12,2,2,24,7,14,False,0,True,2.375,1,1,0,0,6.91015875
Design Review,Medium,Senior,JavaScript,Medium,13,2,1,26,4,14,True,1,False,2.375,1,1,0,0,5.61520313
Deployment,High,Senior,C++,Critical,11,3,3,22,5,16,True,0,False,5.58333333,0,1,1,1,3.84562185
Code Review,Medium,Tech Lead,JavaScript,Medium,7,4,0,14,10,12,False,3,False,4.0625,1,1,2,0,2.61349375
Feature Dev,High,Tech Lead,JavaScript,Low,1,4,3,2,10,18,False,0,False,3.875,0,3,1,0,0.87994156
Documentation,Low,Senior,C++,Low,11,2,2,22,9,18,True,3,False,2.375,1,1,0,0,5.1680475
Documentation,High,Senior,Other,Critical,9,2,0,18,9,16,False,3,True,2.375,1,1,0,0,4.07356125
Documentation,Medium,Tech Lead,Python,Medium,11,2,0,22,1,14,True,0,False,2.375,1,1,0,0,4.533375
Testing,High,Senior,Other,Medium,7,2,3,14,7,14,False,1,False,1.5,2,0,0,0,3.86425
Documentation,Medium,Mid,Other,High,8,3,0,16,7,14,True,3,True,1.5,3,0,0,0,3.72920625
Code Review,Medium,Senior,C++,Low,12,2,1,24,5,9,True,1,False,4.5,0,1,1,0,4.95054656
Feature Dev,Medium,Mid,C++,Medium,7,4,2,14,9,13,True,2,True,3.875,0,3,1,0,3.35054672
Client Meeting,Medium,Senior,C++,Medium,2,2,2,4,10,16,False,0,False,2.375,1,1,0,0,1.079375
Feature Dev,High,Tech Lead,JavaScript,High,9,3,2,18,3,18,False,2,False,4.16666667,1,1,0,1,3.53742
Refactoring,Low,Senior,Go,Critical,4,3,0,8,4,18,False,1,True,1.5,3,0,0,0,1.4758975
Bug Fix,High,Senior,C++,Critical,12,4,3,24,10,14,True,0,False,5.0,0,2,1,1,4.16667195
Refactoring,High,Senior,JavaScript,Low,6,4,1,12,4,14,False,2,True,3.0,2,1,1,0,3.46769665
Client Meeting,High,Tech Lead,Java,Critical,13,5,1,26,9,18,False,0,False,3.4,1,3,1,0,4.70039205
Feature Dev,Low,Mid,C++,High,13,3,3,26,1,11,True,1,False,2.66666667,1,2,0,0,4.777605
Documentation,Medium,Junior,Other,Medium,8,5,0,16,9,17,True,3,True,3.4,1,3,1,0,3.64673925
Feature Dev,High,Mid,Go,Medium,9,5,1,18,2,17,True,0,False,3.95,2,1,1,1,3.74008635
Refactoring,Medium,Tech Lead,Go,Critical,5,3,0,10,3,18,False,3,False,2.66666667,1,2,0,0,1.88983333
Documentation,Low,Senior,Java,High,13,4,1,26,1,14,True,1,False,2.375,2,2,0,0,4.57149656
Bug Fix,Medium,Junior,JavaScript,Low,10,4,3,20,5,15,True,1,True,3.4375,1,2,1,0,5.20432334
Client Meeting,Medium,Senior,C++,Low,1,5,1,2,10,13,False,3,False,2.55,2,3,0,0,0.9092875
Testing,Low,Tech Lead,Other,Medium,6,4,2,12,10,16,True,2,False,2.8125,1,3,0,0,2.67953438
Testing,High,Junior,Other,High,3,4,2,6,10,18,False,3,False,3.0,2,1,1,0,1.642113
Design Review,Medium,Tech Lead,Python,Low,10,3,3,20,4,14,False,2,True,4.16666667,1,1,0,1,4.76611437
Refactoring,Low,Junior,Python,Critical,6,4,0,12,3,16,True,0,True,2.8125,1,3,0,0,2.03443144
Client Meeting,Medium,Tech Lead,Other,Critical,11,4,0,22,9,13,False,3,False,3.625,2,0,2,0,3.45018188
Client Meeting,Medium,Mid,C++,Critical,2,4,1,4,2,13,False,2,False,4.0625,1,1,2,0,0.82409359
Bug Fix,Medium,Mid,Python,High,3,3,1,6,8,17,True,2,False,3.5,1,1,1,0,1.31424694
Testing,Medium,Junior,C++,Critical,9,3,1,18,7,9,False,1,True,5.0,1,0,1,1,2.8150045
Feature Dev,High,Tech Lead,Python,Low,2,3,3,4,10,16,False,2,False,2.66666667,1,2,0,0,1.66943333
Refactoring,High,Junior,JavaScript,Critical,7,5,2,14,5,11,False,1,False,3.45,2,2,0,1,2.71122163
Refactoring,High,Junior,Go,Low,8,5,1,16,2,13,False,1,False,3.55,2,1,2,0,3.74868945
Deployment,High,Junior,JavaScript,Critical,4,4,0,8,4,17,False,1,False,3.0,2,1,1,0,1.5195535
Bug Fix,High,Tech Lead,C++,Critical,2,4,0,4,6,11,False,3,False,3.0,2,1,1,0,0.9555955
Client Meeting,High,Mid,Java,High,2,3,0,4,10,13,False,1,False,3.5,1,1,1,0,0.8236755
Feature Dev,Low,Senior,Python,Medium,3,5,0,6,7,17,True,2,False,3.8,1,3,0,1,1.161888
Design Review,High,Mid,Python,Medium,12,2,3,24,10,14,False,2,False,4.5,0,1,1,0,5.2367875
Feature Dev,Medium,Senior,Go,Medium,2,3,0,4,9,10,True,2,False,3.5,1,1,1,0,0.9421125
Design Review,High,Mid,Java,Low,7,5,0,14,7,18,False,0,False,4.45,2,0,2,1,2.76621345
Client Meeting,High,Junior,C++,Critical,1,4,3,2,8,14,False,1,False,3.4375,1,2,1,0,0.77289145
Feature Dev,Medium,Senior,C++,Low,4,5,0,8,3,17,True,2,False,3.95,2,1,1,1,1.7261937
Code Review,Medium,Tech Lead,Go,Critical,5,5,3,10,9,16,False,3,False,3.2,3,0,2,0,2.065415
Feature Dev,Medium,Tech Lead,JavaScript,Medium,8,5,3,16,2,17,False,0,False,3.95,2,1,1,1,3.030595
Testing,Low,Mid,Python,High,7,2,1,14,2,12,False,2,False,2.375,1,1,0,0,2.53456875
Deployment,High,Senior,Python,High,10,2,1,20,7,11,True,0,False,3.625,1,0,1,0,4.00031789
Design Review,Medium,Mid,JavaScript,Medium,5,3,3,10,2,15,False,0,False,4.16666667,1,1,0,1,2.07535417
Design Review,Medium,Mid,C++,Low,13,4,1,26,10,9,False,0,True,1.9375,3,1,0,0,6.49372969
Feature Dev,High,Tech Lead,C++,High,2,2,3,4,5,18,True,3,True,2.375,1,1,0,0,1.70341566
Testing,High,Senior,C++,Low,13,2,3,26,6,9,False,0,False,3.25,0,2,0,0,6.6309375
Refactoring,High,Tech Lead,Other,Low,12,3,0,24,8,15,False,1,False,3.25,0,3,0,0,5.795625
Testing,Low,Senior,Java,Medium,4,3,0,8,10,17,False,1,False,3.25,0,3,0,0,1.44375
Refactoring,Medium,Senior,Go,High,10,2,1,20,4,17,True,0,True,2.375,1,1,0,0,4.23303891
Deployment,High,Junior,JavaScript,Low,10,3,3,20,2,10,False,3,False,4.33333333,1,0,2,0,4.88651167
Deployment,Medium,Senior,JavaScript,Low,13,4,1,26,5,12,True,1,False,2.8125,1,3,0,0,6.03902578
Documentation,Medium,Mid,Go,Low,9,2,0,18,8,10,True,1,False,3.625,1,0,1,0,3.80848978
Design Review,Medium,Mid,JavaScript,High,12,5,3,24,10,12,False,3,True,3.45,2,2,0,1,4.84134131
Bug Fix,High,Mid,Go,High,10,3,0,20,1,9,True,1,False,5.0,1,0,1,1,3.473253
Deployment,High,Mid,Java,High,12,3,0,24,8,15,False,2,False,2.08333333,2,1,0,0,5.12655
Testing,Low,Mid,Python,Low,4,4,0,8,2,15,True,2,False,3.0625,3,0,0,1,1.70389209
Code Review,Medium,Tech Lead,Go,Medium,11,5,2,22,9,16,False,1,False,4.3,1,2,1,1,3.90816
Code Review,High,Mid,Python,High,1,4,1,2,7,10,False,3,False,2.375,2,2,0,0,0.80364375
Feature Dev,High,Tech Lead,JavaScript,Critical,13,4,2,26,2,14,True,1,True,3.0,2,1,1,0,5.77187515
Deployment,Medium,Senior,Java,Medium,8,3,3,16,1,17,True,3,True,4.08333333,0,2,1,0,3.96440516
Refactoring,Medium,Mid,Other,Low,4,3,1,8,1,15,True,1,False,4.91666667,0,1,2,0,1.71563219
Refactoring,High,Junior,Java,High,3,5,1,6,3,12,True,0,True,5.15,0,2,2,1,1.20316408
Design Review,Medium,Junior,JavaScript,Medium,8,5,2,16,5,10,True,2,False,3.55,2,1,2,0,3.36887775
Bug Fix,High,Mid,Go,Medium,12,2,1,24,8,9,False,1,False,4.5,0,1,1,0,4.8972875
Client Meeting,Low,Senior,C++,Low,9,2,1,18,1,10,True,3,False,1.5,2,0,0,0,4.36849875
Feature Dev,Medium,Senior,Other,Medium,7,5,2,14,8,15,False,3,False,3.8,1,3,0,1,2.9393
Code Review,Low,Junior,Go,Critical,7,4,1,14,9,12,False,3,False,3.5,2,1,0,1,2.21840438
Testing,Medium,Mid,JavaScript,Low,7,2,2,14,5,11,True,3,False,5.75,0,0,2,0,3.137673
Refactoring,High,Mid,Python,Medium,8,4,0,16,9,9,False,2,False,3.9375,1,2,0,1,3.32891875
Code Review,Medium,Mid,Other,Medium,1,3,1,2,8,13,False,1,False,2.08333333,2,1,0,0,0.64729167
Testing,High,Mid,JavaScript,Critical,4,4,1,8,10,14,False,1,True,5.0,0,2,1,1,1.5281453
Testing,High,Senior,Java,Low,4,3,2,8,9,15,False,3,False,2.66666667,1,2,0,0,2.59453333
Bug Fix,Low,Junior,Java,Medium,13,4,2,26,8,18,True,2,False,1.5,4,0,0,0,5.574975
Bug Fix,Medium,Junior,Python,Low,11,3,2,22,9,9,False,2,False,5.0,1,0,1,1,4.21498
Refactoring,Medium,Mid,Other,High,11,4,2,22,9,14,True,3,False,2.375,2,2,0,0,4.63640625
Bug Fix,Medium,Mid,Java,Low,1,2,1,2,7,13,True,1,False,2.375,1,1,0,0,0.73667344
Client Meeting,Low,Mid,Java,Medium,6,2,2,12,10,16,True,3,True,1.5,2,0,0,0,3.267495
Design Review,Medium,Senior,Other,Medium,13,5,0,26,4,13,True,1,True,2.2,3,2,0,0,6.060285
Design Review,High,Tech Lead,JavaScript,Critical,3,4,0,6,10,15,True,2,False,2.8125,1,3,0,0,1.35286266
Documentation,Low,Mid,JavaScript,Low,1,4,3,2,6,13,False,1,False,2.375,2,2,0,0,0.98223125
Feature Dev,Low,Mid,Go,High,9,3,2,18,8,12,True,0,False,2.66666667,1,2,0,0,3.23379
Feature Dev,Medium,Senior,Java,Medium,1,5,0,2,10,15,False,0,False,3.6,3,0,1,1,0.5
Bug Fix,High,Junior,Other,Low,8,2,3,16,7,11,False,0,True,3.625,1,0,1,0,4.45353129
Testing,Medium,Tech Lead,C++,Low,10,2,2,20,5,13,False,2,False,2.375,1,1,0,0,4.8571875
Design Review,High,Tech Lead,Other,Critical,5,4,1,10,1,18,True,0,True,3.4375,1,2,1,0,2.16543524
Client Meeting,Low,Mid,Java,Critical,11,3,3,22,9,13,False,1,True,2.66666667,1,2,0,0,4.07628833
Feature Dev,Medium,Junior,Other,Critical,12,5,0,24,9,17,False,3,False,3.55,2,1,2,0,3.75909525
Refactoring,High,Senior,Go,Low,10,3,1,20,9,11,True,0,True,6.41666667,0,0,2,1,4.56538294
Documentation,High,Mid,JavaScript,Medium,3,3,1,6,10,13,False,2,False,3.5,1,1,1,0,1.5522425
Deployment,High,Junior,Go,High,13,4,2,26,4,9,False,2,False,3.0,2,1,1,0,5.374188
Testing,Medium,Junior,Java,Medium,6,2,2,12,3,13,False,1,False,3.625,1,0,1,0,2.495325
Design Review,High,Mid,Python,Medium,12,5,2,24,4,12,False,2,False,2.55,2,3,0,0,5.85445
Bug Fix,Low,Tech Lead,Go,Low,7,3,0,14,2,17,False,1,False,2.08333333,2,1,0,0,2.86999167
Code Review,Medium,Mid,Python,Medium,10,5,2,20,1,11,False,3,False,4.45,2,0,2,1,3.592485
Code Review,Medium,Mid,Other,High,11,2,2,22,7,16,True,2,True,2.375,1,1,0,0,4.99804594
Testing,Medium,Junior,C++,Low,6,4,0,12,5,13,False,3,False,3.4375,1,2,1,0,2.67383531
Code Review,High,Junior,JavaScript,Critical,11,2,0,22,8,12,False,2,False,3.625,1,0,1,0,3.98449931
Client Meeting,Low,Senior,Java,Medium,5,4,2,10,3,11,True,2,False,3.9375,1,2,0,1,2.07199453
Refactoring,High,Senior,C++,Critical,3,4,0,6,4,14,True,1,True,4.125,2,0,1,1,1.19472103
Refactoring,Medium,Mid,Go,Critical,12,3,3,24,7,16,False,2,False,4.75,0,2,0,1,3.79575469
Code Review,Medium,Tech Lead,JavaScript,Low,4,2,0,8,7,9,False,2,False,3.625,1,0,1,0,1.76455125
Testing,Medium,Tech Lead,JavaScript,High,5,5,0,10,2,17,False,0,False,3.55,2,1,2,0,1.56087
Code Review,Low,Mid,Python,Low,10,3,0,20,7,12,True,0,False,4.16666667,1,1,0,1,3.5221725
Design Review,Low,Junior,Java,Critical,10,5,1,20,9,12,True,1,False,3.1,3,1,0,1,3.08478122
Code Review,Medium,Mid,Java,Medium,10,5,1,20,3,18,False,1,False,3.6,3,0,1,1,3.5972
Documentation,High,Tech Lead,Go,Medium,8,3,1,16,1,10,True,1,False,2.08333333,2,1,0,0,4.10930625
Deployment,Medium,Tech Lead,Python,Critical,6,2,2,12,3,15,False,1,True,3.625,1,0,1,0,2.33312888
Testing,High,Junior,Java,Medium,7,5,2,14,9,11,True,2,False,3.8,1,3,0,1,3.376737
Client Meeting,Medium,Mid,C++,Critical,4,5,1,8,10,15,False,0,False,3.75,0,4,1,0,1.31662344
Feature Dev,Medium,Senior,JavaScript,Medium,2,3,3,4,5,16,False,1,False,3.5,1,1,1,0,1.2112875
Documentation,Medium,Mid,Other,Critical,3,3,1,6,6,17,True,3,False,2.91666667,2,0,1,0,1.3629758
Bug Fix,High,Junior,JavaScript,Medium,9,2,3,18,3,11,True,3,False,1.5,2,0,0,0,5.2628625
Code Review,High,Mid,JavaScript,Low,2,4,1,4,4,9,True,2,False,4.0625,1,1,2,0,1.23664623
Refactoring,Medium,Mid,C++,High,4,5,1,8,3,11,True,0,False,4.8,1,1,2,1,1.26578025
Code Review,Low,Tech Lead,Go,Medium,4,3,1,8,5,14,True,2,False,3.25,0,3,0,0,1.76203125
Testing,High,Mid,Java,Critical,6,4,2,12,7,12,False,1,False,3.625,2,0,2,0,2.31969675
Design Review,Medium,Senior,Go,Critical,7,2,3,14,10,15,False,1,False,4.5,0,1,1,0,2.41681562
Bug Fix,High,Junior,JavaScript,Critical,10,5,1,20,8,15,False,2,True,3.95,2,1,1,1,3.84283598
Feature Dev,Medium,Senior,Python,Low,10,2,1,20,6,10,False,3,False,4.5,0,1,1,0,4.15463125
Client Meeting,Low,Senior,Go,Low,10,4,0,20,2,13,False,2,False,3.9375,1,2,0,1,3.58630938
Deployment,High,Junior,Java,High,8,3,0,16,3,11,False,0,False,4.16666667,1,1,0,1,2.80554
Client Meeting,Low,Mid,Java,Medium,8,3,3,16,2,14,False,3,False,1.5,3,0,0,0,3.72075
Client Meeting,Medium,Junior,Go,Critical,5,2,3,10,3,13,False,1,False,2.375,1,1,0,0,2.12685938
Refactoring,Low,Senior,Go,Medium,13,5,0,26,7,18,False,2,False,2.2,3,2,0,0,4.8312
Design Review,Medium,Mid,Java,High,7,3,0,14,4,9,False,1,True,3.58333333,2,0,0,1,2.51152688
Refactoring,Low,Mid,Python,Low,4,2,2,8,3,17,False,3,True,3.25,0,2,0,0,2.314125
Deployment,High,Senior,Go,Medium,5,3,1,10,6,13,True,2,False,2.66666667,1,2,0,0,2.68975
Client Meeting,Medium,Junior,Java,Critical,3,2,2,6,4,10,False,1,False,3.625,1,0,1,0,1.212015
Testing,High,Senior,JavaScript,Critical,7,4,1,14,9,13,True,0,False,3.4375,1,2,1,0,2.70779842
Bug Fix,High,Senior,Python,Low,11,3,3,22,5,11,False,3,False,2.91666667,2,0,1,0,5.91513679
Code Review,Low,Tech Lead,Python,High,5,2,2,10,8,10,True,2,False,2.375,1,1,0,0,2.13274688
Design Review,High,Mid,JavaScript,Medium,4,2,1,8,4,18,True,3,False,3.625,1,0,1,0,2.14286034
Refactoring,Low,Senior,Go,Critical,2,4,1,4,8,11,True,3,False,2.8125,1,3,0,0,1.00180336
Design Review,Low,Junior,Go,Low,3,2,1,6,3,16,False,2,True,1.5,2,0,0,0,1.7735575
Documentation,Medium,Junior,C++,Medium,7,4,2,14,2,16,False,0,False,3.9375,1,2,0,1,2.65970312
Bug Fix,Low,Mid,JavaScript,Medium,3,4,0,6,7,16,False,3,False,1.9375,3,1,0,0,1.3843125
Testing,Medium,Mid,C++,High,6,4,1,12,9,15,True,1,False,2.375,2,2,0,0,2.45729531
Design Review,High,Junior,Go,Low,3,2,3,6,10,9,False,2,True,3.25,0,2,0,0,2.30278125
Code Review,Medium,Mid,Other,Critical,2,2,3,4,10,9,True,3,True,3.625,1,0,1,0,1.35613116
Bug Fix,Medium,Junior,Python,High,6,4,0,12,1,16,False,1,True,2.375,2,2,0,0,2.42859375
Client Meeting,High,Mid,JavaScript,Critical,10,2,0,20,7,13,False,3,False,3.625,1,0,1,0,3.71179594
